,rpm,t,id,iq,torque,motorpwr,accpwr,current,voltage,vout,vd,vq,phasepwr
424,4241,160,-195.8169567751732,354.9183274912347,126.03358555402005,55976.50347002755,62023.826559587316,279.9925033555314,221.51583206483056,124.77529858092358,-119.29776054079692,41.870363027949146,51249.68057884263
425,4251,160,-196.08633924363892,354.077378441947,125.73710570091332,55976.50347002582,62023.826559585395,279.99250335553046,221.51583206483087,124.77529858092375,-119.29722706128291,41.87170511482617,51173.08003280758
426,4261,160,-196.35454081248017,353.24040321930585,125.44201744534305,55976.50347002835,62023.826559588204,279.992503355532,221.51583206483042,124.77529858092349,-119.29669598883777,41.87304170913446,51096.97552027758
427,4271,160,-196.62156920576575,352.40737373544283,125.14831101254957,55976.50347002756,62023.82655958732,279.99250335553137,221.5158320648306,124.77529858092359,-119.29616730723515,41.874372843721176,51021.36320652233
428,4281,160,-196.88743208102565,351.5782621666081,124.85597671913263,55976.50347002835,62023.826559588204,279.99250335553023,221.51583206483093,124.77529858092379,-119.29564100044567,41.87569855103297,50946.23929280498
429,4291,160,-197.1521370292156,350.75304094982937,124.56500497194214,55976.50347002804,62023.82655958786,279.9925033555298,221.51583206483107,124.77529858092386,-119.29511705254806,41.87701886336548,50871.60001589785
430,4301,160,-197.41569157584053,349.931682779999,124.27538626705267,55976.503470026975,62023.82655958668,279.9925033555319,221.51583206483042,124.77529858092349,-119.29459544777545,41.87833381273152,50797.44164771843
431,4311,160,-197.6781031816397,349.1141606068652,123.9871111887281,55976.503470028365,62023.826559588226,279.992503355532,221.51583206483042,124.77529858092349,-119.29407617051285,41.87964343086901,50723.76049492959
432,4321,160,-197.93937924278328,348.3004476319043,123.70017040837925,55976.50347002835,62023.826559588204,279.99250335551443,221.51583206483548,124.7752985809264,-119.2935592052379,41.8809477494077,50650.55289849707
433,4331,160,-198.19952709259059,347.4905173057002,123.41455468358502,55976.50347002835,62023.826559588204,279.99250335552983,221.51583206483105,124.77529858092385,-119.29304453662719,41.88224679953037,50577.81523339452
434,4341,160,-198.45855400087737,346.6843433247156,123.13025485707453,55976.50347002351,62023.82655958285,279.9925033555115,221.51583206483633,124.7752985809269,-119.29253214943022,41.883540612415025,50505.54390811092
435,4351,160,-198.7164671762182,345.88189962884525,122.84726185580483,55976.503470028365,62023.826559588226,279.99250335553216,221.51583206483036,124.77529858092346,-119.29202202861131,41.88482921870815,50433.73536440038
436,4361,160,-198.9732737646878,345.08316039811774,122.5655666898892,55976.50347002835,62023.826559588204,279.9925033555302,221.51583206483093,124.77529858092379,-119.29151415916897,41.886112649164716,50362.38607675171
437,4371,160,-199.22898085217906,344.2881000503758,122.28516045174962,55976.50347002739,62023.82655958714,279.99250335551756,221.51583206483457,124.77529858092588,-119.29100852629524,41.88739093409607,50291.49255216181
438,4381,160,-199.48359546440156,343.496693238373,122.00603431513507,55976.50347002835,62023.826559588204,279.9925033555099,221.51583206483681,124.77529858092718,-119.29050511531061,41.88866410358601,50221.05132971767
439,4391,160,-199.7371245672801,342.7089148470095,121.72817953418509,55976.50347002835,62023.826559588204,279.992503355516,221.51583206483502,124.77529858092615,-119.29000391163548,41.88993218757253,50151.058980215836
440,4401,160,-199.98957506795858,341.9247399908119,121.45158744253732,55976.50347002835,62023.826559588204,279.9925033555278,221.51583206483164,124.77529858092419,-119.28950490083615,41.89119521572392,50081.51210584909
441,4411,160,-200.2409538152484,341.14414401125487,121.17624945241595,55976.50347002835,62023.826559588204,279.99250335552756,221.5158320648317,124.77529858092423,-119.28900806860132,41.892453217498016,50012.407339839985
442,4421,160,-200.49126760028972,340.36710247417614,120.90215705374449,55976.50347002811,62023.82655958794,279.9925033555318,221.51583206483045,124.7752985809235,-119.28851340073903,41.89370622212736,49943.74134609723
443,4431,160,-200.74052315705546,339.5935911672377,120.62930181326341,55976.50347002452,62023.82655958396,279.9925033555122,221.5158320648361,124.77529858092677,-119.28802088317731,41.89495425865537,49875.51081887636
444,4441,160,-200.9887271634778,338.8235860975217,120.35767537370114,55976.50347002835,62023.826559588204,279.9925033555316,221.51583206483053,124.77529858092355,-119.28753050200285,41.89619735575799,49807.71248248247
445,4451,160,-201.2358862407175,338.05706348872394,120.08726945284357,55976.50347002835,62023.826559588204,279.99250335553154,221.51583206483056,124.77529858092358,-119.28704224333747,41.897435542194216,49740.34309083262
446,4461,160,-201.48200695541496,337.2939997791637,119.81807584276703,55976.503470025935,62023.82655958553,279.9925033555312,221.51583206483065,124.77529858092362,-119.28655609350388,41.89866884624066,49673.399427275086
447,4471,160,-201.72709581928592,336.5343716190971,119.5500864089928,55976.503470028365,62023.826559588226,279.99250335553205,221.5158320648304,124.77529858092348,-119.28607203892292,41.89989729602577,49606.878304180806
448,4481,160,-201.9711592896311,335.7781558683126,119.28329308962437,55976.50347002835,62023.826559588204,279.9925033555316,221.51583206483053,124.77529858092355,-119.28559006610242,41.901120919552135,49540.77656261856
449,4491,160,-202.21420377032604,335.02532959392437,119.01768789459062,55976.50347002833,62023.82655958818,279.9925033555309,221.51583206483076,124.77529858092369,-119.2851101616871,41.902339744551576,49475.09107208504
450,4501,160,-202.45623561216684,334.27587006799234,118.75326290481874,55976.50347002651,62023.82655958616,279.99250335552625,221.5158320648321,124.77529858092446,-119.28463231243335,41.903553798557894,49409.81873017583
451,4511,160,-202.69726111359404,333.5297547652874,118.49001027147123,55976.50347002835,62023.826559588204,279.99250335553126,221.51583206483062,124.7752985809236,-119.28415650522619,41.90476310884748,49344.956462296475
452,4521,160,-202.9372865205782,332.7869613608452,118.22792221512839,55976.50347002717,62023.826559586894,279.9925033555271,221.51583206483184,124.77529858092431,-119.28368272700621,41.9059677026671,49280.50122130064
453,4531,160,-203.176318028291,332.04746772809466,117.96699102507323,55976.503470028365,62023.826559588226,279.9925033555148,221.51583206483537,124.77529858092635,-119.28321096489914,41.90716760684279,49216.449987303364
454,4541,160,-203.4143617806425,331.3112519363284,117.70720905849082,55976.503470028365,62023.826559588226,279.9925033555312,221.51583206483065,124.77529858092362,-119.28274120609022,41.90836284812311,49152.79976728526
455,4551,160,-203.65142387109705,330.57829224869386,117.44856873975098,55976.50347002835,62023.826559588204,279.9925033555318,221.51583206483045,124.7752985809235,-119.28227343787985,41.90955345307956,49089.54759484725
456,4561,160,-203.88751034328652,329.84856712002136,117.19106255965053,55976.503470024094,62023.82655958349,279.9925033555305,221.51583206483085,124.77529858092373,-119.28180764767025,41.910739448073464,49026.69052991887
457,4571,160,-204.12262719180558,329.1220551948549,116.93468307473128,55976.5034700273,62023.82655958704,279.9925033555134,221.5158320648358,124.77529858092659,-119.28134382301532,41.911920859157064,48964.225658516385
458,4581,160,-204.35678036190535,328.398735305072,116.67942290648075,55976.50347002642,62023.82655958607,279.9925033555013,221.5158320648393,124.7752985809286,-119.28088195150809,41.913097712357256,48902.15009237414
