          s         mph       hp
          N/A       10.52     N/A       
          N/A       10.53     N/A       
          17.30     10.54     4.86      
          17.30     10.55     4.87      
          N/A       10.56     N/A       
          N/A       10.57     N/A       
          N/A       10.58     N/A       
          N/A       10.59     N/A       
          N/A       10.60     N/A       
          N/A       10.61     N/A       
          N/A       10.62     N/A       
          N/A       10.63     N/A       
          N/A       10.64     N/A       
          N/A       10.65     N/A       
          17.32     10.66     4.94      
          17.32     10.67     4.95      
          N/A       10.68     N/A       
          N/A       10.69     N/A       
          N/A       10.70     N/A       
          N/A       10.71     N/A       
          N/A       10.72     N/A       
          N/A       10.73     N/A       
          N/A       10.74     N/A       
          N/A       10.75     N/A       
          N/A       10.76     N/A       
          17.34     10.77     5.01      
          17.34     10.78     5.01      
          N/A       10.79     N/A       
          N/A       10.80     N/A       
          N/A       10.81     N/A       
          N/A       10.82     N/A       
          N/A       10.83     N/A       
          N/A       10.84     N/A       
          N/A       10.85     N/A       
          N/A       10.86     N/A       
          N/A       10.87     N/A       
          N/A       10.88     N/A       
          17.36     10.89     5.08      
          17.36     10.90     5.08      
          N/A       10.91     N/A       
          N/A       10.92     N/A       
          N/A       10.93     N/A       
          N/A       10.94     N/A       
          N/A       10.95     N/A       
          N/A       10.96     N/A       
          N/A       10.97     N/A       
          N/A       10.98     N/A       
          N/A       10.99     N/A       
          N/A       11.00     N/A       
          17.38     11.01     5.14      
          17.38     11.02     5.14      
          N/A       11.03     N/A       
          N/A       11.04     N/A       
          N/A       11.05     N/A       
          N/A       11.06     N/A       
          N/A       11.07     N/A       
          N/A       11.08     N/A       
          N/A       11.09     N/A       
          N/A       11.10     N/A       
          N/A       11.11     N/A       
          N/A       11.12     N/A       
          17.40     11.13     5.20      
          17.40     11.14     5.20      
          N/A       11.15     N/A       
          N/A       11.16     N/A       
          N/A       11.17     N/A       
          N/A       11.18     N/A       
          N/A       11.19     N/A       
          N/A       11.20     N/A       
          N/A       11.21     N/A       
          N/A       11.22     N/A       
          N/A       11.23     N/A       
          N/A       11.24     N/A       
          17.42     11.25     5.26      
          17.42     11.26     5.26      
          N/A       11.27     N/A       
          N/A       11.28     N/A       
          N/A       11.29     N/A       
          N/A       11.30     N/A       
          N/A       11.31     N/A       
          N/A       11.32     N/A       
          N/A       11.33     N/A       
          N/A       11.34     N/A       
          N/A       11.35     N/A       
          N/A       11.36     N/A       
          17.44     11.37     5.32      
          17.44     11.38     5.32      
          N/A       11.39     N/A       
          N/A       11.40     N/A       
          N/A       11.41     N/A       
          N/A       11.42     N/A       
          N/A       11.43     N/A       
          N/A       11.44     N/A       
          N/A       11.45     N/A       
          N/A       11.46     N/A       
          N/A       11.47     N/A       
          N/A       11.48     N/A       
          17.46     11.49     5.38      
          17.46     11.50     5.38      
          N/A       11.51     N/A       
          N/A       11.52     N/A       
          N/A       11.53     N/A       
          N/A       11.54     N/A       
          N/A       11.55     N/A       
          N/A       11.56     N/A       
          N/A       11.57     N/A       
          N/A       11.58     N/A       
          N/A       11.59     N/A       
          N/A       11.60     N/A       
          17.48     11.61     5.44      
          17.48     11.62     5.44      
          N/A       11.63     N/A       
          N/A       11.64     N/A       
          N/A       11.65     N/A       
          N/A       11.66     N/A       
